+---------------------------------------------+
|                   Summary                   |
+--------------------------------+------------+
| Metric                         | Value      |
+--------------------------------+------------+
| Exchange                       | bybit      |
| Market type                    | futures    |
| Symbol                         | KSMUSDT    |
| Passivbot mode                 | clock      |
| ADG n subdivisions             | 10         |
| No. days                       | 940.0      |
| Starting balance               | 1000.0     |
|                                |            |
| Long                           | True       |
| ADG per exposure               | 0.277%     |
| ADG weighted per exposure      | 0.105%     |
| Final balance                  | 1681.97    |
| Final equity                   | 1681.97    |
| Net PNL + fees                 | 681.973    |
| Net Total gain                 | 68.2%      |
| Average daily gain             | 0.0554%    |
| Average daily gain weighted    | 0.0209%    |
| Loss to profit ratio           | 0.144      |
| Price action distance mean     | 0.00830227 |
| Price action distance std      | 0.0121553  |
| Price action distance max      | 0.494465   |
| Closest bankruptcy             | 100.0%     |
| Lowest equity/balance ratio    | 0.9337     |
| Mean of 10 worst eq/bal ratios | 0.9706     |
| Equity/balance ratio std       | 0.001083   |
| No. fills                      | 13806      |
| No. entries                    | 7060       |
| No. closes                     | 6746       |
| No. initial entries            | 0          |
| No. reentries                  | 0          |
| No. unstuck/EMA entries        | 7060       |
| No. unstuck/EMA closes         | 6406       |
| No. normal closes              | 340        |
| Average n fills per day        | 14.7       |
| Mean hours stuck               | 1.63132    |
| Max hours stuck                | 68.2       |
| PNL sum                        | 696.4      |
| Profit sum                     | 813.6      |
| Loss sum                       | -117.2     |
| Fee sum                        | -14.43     |
| Volume quote                   | 191528.0   |
|                                |            |
| Short                          | True       |
| ADG per exposure               | 0.108%     |
| ADG weighted per exposure      | 0.0266%    |
| Final balance                  | 1106.45    |
| Final equity                   | 1106.45    |
| Net PNL + fees                 | 106.448    |
| Net Total gain                 | 10.64%     |
| Average daily gain             | 0.0108%    |
| Average daily gain weighted    | 0.00266%   |
| Loss to profit ratio           | 0.1887     |
| Price action distance mean     | 0.0103851  |
| Price action distance std      | 0.00908395 |
| Price action distance max      | 0.0974247  |
| Closest bankruptcy             | 100.0%     |
| Lowest equity/balance ratio    | 0.9892     |
| Mean of 10 worst eq/bal ratios | 0.9911     |
| Equity/balance ratio std       | 0.0002669  |
| No. fills                      | 11089      |
| No. entries                    | 5533       |
| No. closes                     | 5556       |
| No. initial entries            | 0          |
| No. reentries                  | 0          |
| No. unstuck/EMA entries        | 5533       |
| No. unstuck/EMA closes         | 5473       |
| No. normal closes              | 83         |
| Average n fills per day        | 11.8       |
| Mean hours stuck               | 2.03127    |
| Max hours stuck                | 81.7333    |
| PNL sum                        | 109.9      |
| Profit sum                     | 135.5      |
| Loss sum                       | -25.58     |
| Fee sum                        | -3.497     |
| Volume quote                   | 45877.5    |
+--------------------------------+------------+
