+--------------------------------------------+
|                  Summary                   |
+--------------------------------+-----------+
| Metric                         | Value     |
+--------------------------------+-----------+
| Exchange                       | bybit     |
| Market type                    | futures   |
| Symbol                         | HNTUSDT   |
| Passivbot mode                 | clock     |
| ADG n subdivisions             | 10        |
| No. days                       | 950.0     |
| Starting balance               | 1000.0    |
|                                |           |
| Long                           | True      |
| ADG per exposure               | 0.321%    |
| ADG weighted per exposure      | 0.174%    |
| Final balance                  | 1845.03   |
| Final equity                   | 1845.06   |
| Net PNL + fees                 | 845.032   |
| Net Total gain                 | 84.5%     |
| Average daily gain             | 0.0642%   |
| Average daily gain weighted    | 0.0348%   |
| Loss to profit ratio           | 0.04163   |
| Price action distance mean     | 0.0128129 |
| Price action distance std      | 0.0196721 |
| Price action distance max      | 0.512031  |
| Closest bankruptcy             | 100.0%    |
| Lowest equity/balance ratio    | 0.9323    |
| Mean of 10 worst eq/bal ratios | 0.9618    |
| Equity/balance ratio std       | 0.002475  |
| No. fills                      | 16201     |
| No. entries                    | 5747      |
| No. closes                     | 10454     |
| No. initial entries            | 0         |
| No. reentries                  | 0         |
| No. unstuck/EMA entries        | 5747      |
| No. unstuck/EMA closes         | 9851      |
| No. normal closes              | 603       |
| Average n fills per day        | 17.0      |
| Mean hours stuck               | 1.33786   |
| Max hours stuck                | 55.9667   |
| PNL sum                        | 856.4     |
| Profit sum                     | 893.6     |
| Loss sum                       | -37.2     |
| Fee sum                        | -11.36    |
| Volume quote                   | 525874.0  |
|                                |           |
| Short                          | True      |
| ADG per exposure               | 0.106%    |
| ADG weighted per exposure      | 0.0617%   |
| Final balance                  | 1105.99   |
| Final equity                   | 1105.99   |
| Net PNL + fees                 | 105.989   |
| Net Total gain                 | 10.6%     |
| Average daily gain             | 0.0106%   |
| Average daily gain weighted    | 0.00617%  |
| Loss to profit ratio           | 0.09377   |
| Price action distance mean     | 0.0134375 |
| Price action distance std      | 0.0195754 |
| Price action distance max      | 0.228146  |
| Closest bankruptcy             | 100.0%    |
| Lowest equity/balance ratio    | 0.9704    |
| Mean of 10 worst eq/bal ratios | 0.974     |
| Equity/balance ratio std       | 0.001396  |
| No. fills                      | 10167     |
| No. entries                    | 5428      |
| No. closes                     | 4739      |
| No. initial entries            | 0         |
| No. reentries                  | 0         |
| No. unstuck/EMA entries        | 5428      |
| No. unstuck/EMA closes         | 2778      |
| No. normal closes              | 1961      |
| Average n fills per day        | 10.6      |
| Mean hours stuck               | 2.13195   |
| Max hours stuck                | 66.4      |
| PNL sum                        | 108.7     |
| Profit sum                     | 120.0     |
| Loss sum                       | -11.25    |
| Fee sum                        | -2.725    |
| Volume quote                   | 47630.2   |
+--------------------------------+-----------+
