+---------------------------------------------+
|                   Summary                   |
+--------------------------------+------------+
| Metric                         | Value      |
+--------------------------------+------------+
| Exchange                       | bybit      |
| Market type                    | futures    |
| Symbol                         | GALUSDT    |
| Passivbot mode                 | clock      |
| ADG n subdivisions             | 10         |
| No. days                       | 370.0      |
| Starting balance               | 1000.0     |
|                                |            |
| Long                           | True       |
| ADG per exposure               | 0.376%     |
| ADG weighted per exposure      | 0.174%     |
| Final balance                  | 1321.56    |
| Final equity                   | 1321.56    |
| Net PNL + fees                 | 321.563    |
| Net Total gain                 | 32.16%     |
| Average daily gain             | 0.0753%    |
| Average daily gain weighted    | 0.0349%    |
| Loss to profit ratio           | 0.1372     |
| Price action distance mean     | 0.00849306 |
| Price action distance std      | 0.00934344 |
| Price action distance max      | 0.164368   |
| Closest bankruptcy             | 100.0%     |
| Lowest equity/balance ratio    | 0.9718     |
| Mean of 10 worst eq/bal ratios | 0.9818     |
| Equity/balance ratio std       | 0.0009039  |
| No. fills                      | 3606       |
| No. entries                    | 2230       |
| No. closes                     | 1376       |
| No. initial entries            | 0          |
| No. reentries                  | 0          |
| No. unstuck/EMA entries        | 2230       |
| No. unstuck/EMA closes         | 957        |
| No. normal closes              | 419        |
| Average n fills per day        | 9.74       |
| Mean hours stuck               | 2.46444    |
| Max hours stuck                | 52.7667    |
| PNL sum                        | 327.0      |
| Profit sum                     | 379.0      |
| Loss sum                       | -52.0      |
| Fee sum                        | -5.419     |
| Volume quote                   | 54776.8    |
|                                |            |
| Short                          | True       |
| ADG per exposure               | 0.561%     |
| ADG weighted per exposure      | 0.393%     |
| Final balance                  | 1231.02    |
| Final equity                   | 1230.43    |
| Net PNL + fees                 | 231.017    |
| Net Total gain                 | 23.1%      |
| Average daily gain             | 0.0561%    |
| Average daily gain weighted    | 0.0393%    |
| Loss to profit ratio           | 0.09359    |
| Price action distance mean     | 0.0138253  |
| Price action distance std      | 0.0195369  |
| Price action distance max      | 0.178151   |
| Closest bankruptcy             | 100.0%     |
| Lowest equity/balance ratio    | 0.9783     |
| Mean of 10 worst eq/bal ratios | 0.9808     |
| Equity/balance ratio std       | 0.002255   |
| No. fills                      | 12656      |
| No. entries                    | 5347       |
| No. closes                     | 7309       |
| No. initial entries            | 0          |
| No. reentries                  | 0          |
| No. unstuck/EMA entries        | 5347       |
| No. unstuck/EMA closes         | 6664       |
| No. normal closes              | 645        |
| Average n fills per day        | 34.2       |
| Mean hours stuck               | 0.702392   |
| Max hours stuck                | 7.45       |
| PNL sum                        | 234.3      |
| Profit sum                     | 258.4      |
| Loss sum                       | -24.19     |
| Fee sum                        | -3.24      |
| Volume quote                   | 185672.0   |
+--------------------------------+------------+
