+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | TRXUSDT    |
| Passivbot mode              | clock      |
| No. days                    | 1100.0     |
| Starting balance            | 1000.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.193%     |
| Final balance               | 1711.88    |
| Final equity                | 1711.86    |
| Net PNL + fees              | 711.884    |
| Total gain                  | 72.39%     |
| Average daily gain          | 0.0483%    |
| Net PNL + fees              | 711.884    |
| Loss to profit ratio        | 0.1391     |
| Price action distance mean  | 0.00920704 |
| Price action distance std   | 0.0112044  |
| Price action distance max   | 0.236646   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9522     |
| Equity/balance ratio std    | 0.002109   |
| No. fills                   | 20684      |
| No. entries                 | 8299       |
| No. closes                  | 12385      |
| No. initial entries         | 0          |
| No. reentries               | 0          |
| No. unstuck/EMA entries     | 8299       |
| No. unstuck/EMA closes      | 12283      |
| No. normal closes           | 102        |
| Average n fills per day     | 18.6       |
| Mean hours stuck            | 1.2909     |
| Max hours stuck             | 7.56667    |
| PNL sum                     | 723.9      |
| Profit sum                  | 840.9      |
| Loss sum                    | -116.9     |
| Fee sum                     | -12.06     |
| Volume quote                | 614265.0   |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.134%     |
| Final balance               | 1161.31    |
| Final equity                | 1161.31    |
| Net PNL + fees              | 161.308    |
| Total gain                  | 16.39%     |
| Average daily gain          | 0.0134%    |
| Net PNL + fees              | 161.308    |
| Loss to profit ratio        | 0.14       |
| Price action distance mean  | 0.010227   |
| Price action distance std   | 0.011346   |
| Price action distance max   | 0.182277   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9859     |
| Equity/balance ratio std    | 0.0006719  |
| No. fills                   | 10026      |
| No. entries                 | 3962       |
| No. closes                  | 6064       |
| No. initial entries         | 0          |
| No. reentries               | 0          |
| No. unstuck/EMA entries     | 3962       |
| No. unstuck/EMA closes      | 5998       |
| No. normal closes           | 66         |
| Average n fills per day     | 9.01       |
| Mean hours stuck            | 2.6622     |
| Max hours stuck             | 78.95      |
| PNL sum                     | 163.9      |
| Profit sum                  | 190.6      |
| Loss sum                    | -26.68     |
| Fee sum                     | -2.572     |
| Volume quote                | 100315.0   |
+-----------------------------+------------+
