+--------------------------------------------+
|                  Summary                   |
+--------------------------------+-----------+
| Metric                         | Value     |
+--------------------------------+-----------+
| Exchange                       | bybit     |
| Market type                    | futures   |
| Symbol                         | RSRUSDT   |
| Passivbot mode                 | clock     |
| ADG n subdivisions             | 10        |
| No. days                       | 930.0     |
| Starting balance               | 1000.0    |
|                                |           |
| Long                           | True      |
| ADG per exposure               | 0.187%    |
| ADG weighted per exposure      | 0.0964%   |
| Final balance                  | 1417.45   |
| Final equity                   | 1417.45   |
| Net PNL + fees                 | 417.45    |
| Net Total gain                 | 41.74%    |
| Average daily gain             | 0.0374%   |
| Average daily gain weighted    | 0.0193%   |
| Loss to profit ratio           | 0.1431    |
| Price action distance mean     | 0.0129213 |
| Price action distance std      | 0.0133954 |
| Price action distance max      | 0.370422  |
| Closest bankruptcy             | 100.0%    |
| Lowest equity/balance ratio    | 0.9461    |
| Mean of 10 worst eq/bal ratios | 0.9674    |
| Equity/balance ratio std       | 0.001345  |
| No. fills                      | 6629      |
| No. entries                    | 3964      |
| No. closes                     | 2665      |
| No. initial entries            | 0         |
| No. reentries                  | 0         |
| No. unstuck/EMA entries        | 3964      |
| No. unstuck/EMA closes         | 2180      |
| No. normal closes              | 485       |
| Average n fills per day        | 7.1       |
| Mean hours stuck               | 3.3802    |
| Max hours stuck                | 63.2333   |
| PNL sum                        | 423.7     |
| Profit sum                     | 494.5     |
| Loss sum                       | -70.79    |
| Fee sum                        | -6.297    |
| Volume quote                   | 67650.7   |
|                                |           |
| Short                          | True      |
| ADG per exposure               | 0.22%     |
| ADG weighted per exposure      | 0.17%     |
| Final balance                  | 1227.8    |
| Final equity                   | 1227.78   |
| Net PNL + fees                 | 227.802   |
| Net Total gain                 | 22.78%    |
| Average daily gain             | 0.022%    |
| Average daily gain weighted    | 0.017%    |
| Loss to profit ratio           | 0.1376    |
| Price action distance mean     | 0.0111874 |
| Price action distance std      | 0.0137856 |
| Price action distance max      | 0.192998  |
| Closest bankruptcy             | 100.0%    |
| Lowest equity/balance ratio    | 0.9761    |
| Mean of 10 worst eq/bal ratios | 0.9805    |
| Equity/balance ratio std       | 0.001131  |
| No. fills                      | 10353     |
| No. entries                    | 5108      |
| No. closes                     | 5245      |
| No. initial entries            | 0         |
| No. reentries                  | 0         |
| No. unstuck/EMA entries        | 5108      |
| No. unstuck/EMA closes         | 1278      |
| No. normal closes              | 3967      |
| Average n fills per day        | 11.1      |
| Mean hours stuck               | 2.16421   |
| Max hours stuck                | 39.05     |
| PNL sum                        | 232.0     |
| Profit sum                     | 269.0     |
| Loss sum                       | -37.0     |
| Fee sum                        | -4.188    |
| Volume quote                   | 123792.0  |
+--------------------------------+-----------+
